,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2000-03-31,66.75,67.125,63.0,67.0,67.0,5115500,AMZN,60.50056,49.8125,0.0,6.499439239501953
2000-04-03,65.4375,65.6875,62.0,63.5625,63.5625,4865400,AMZN,59.89541,52.4375,0.0,3.6670913696289062
2000-04-06,63.4375,65.5,61.875,64.25,64.25,6032700,AMZN,56.76829,55.1875,0.0,7.481708526611328
2000-04-26,53.3125,57.4375,52.453125,53.5,53.5,12006400,AMZN,41.88693,60.99999999999999,-11.61307144165039,0.0
2000-04-27,49.3125,55.25,48.5,52.875,52.875,11266000,AMZN,41.867607,55.375,-11.007392883300781,0.0
2000-05-01,56.0,60.3125,55.25,59.9375,59.9375,8578500,AMZN,43.05649,51.875,0.0,16.88100814819336
2000-05-08,56.8125,59.25,55.4375,56.015625,56.015625,3950000,AMZN,46.760128,51.75,0.0,9.255496978759766
2000-05-19,54.625,55.75,52.25,52.625,52.625,4610900,AMZN,47.222458,48.4375,0.0,5.4025421142578125
2000-05-30,47.3125,51.875,47.3125,51.75,51.75,5613200,AMZN,39.77922,46.125,0.0,11.970779418945312
2000-06-07,51.875,52.1875,50.125,51.8125,51.8125,3841200,AMZN,41.174576,37.875,0.0,10.637924194335938
2000-06-12,52.1875,52.1875,47.0,48.4375,48.4375,3986000,AMZN,42.202732,37.0,0.0,6.234767913818359
2000-06-15,47.0,47.9375,45.3125,46.3125,46.3125,3554700,AMZN,40.5974,36.125,0.0,5.715099334716797
2000-07-06,36.875,37.375,34.75,36.0625,36.0625,6767100,AMZN,25.884476,31.375000000000004,0.0,10.178024291992188
2000-07-11,35.1875,35.25,32.625,33.125,33.125,9896500,AMZN,27.070787,30.25,0.0,6.05421257019043
2000-07-19,41.5,41.5625,39.0,40.875,40.875,4743700,AMZN,28.798294,30.874999999999996,0.0,12.076705932617188
2000-07-20,40.9375,43.375,39.5,40.3125,40.3125,6945700,AMZN,29.492977,30.4375,0.0,10.819522857666016
2000-07-25,36.75,38.75,33.25,37.625,37.625,27752500,AMZN,30.094934,37.5625,0.0,7.530065536499023
2000-08-17,38.0,39.0625,36.875,38.25,38.25,4974100,AMZN,24.687836,42.9375,-13.562164306640625,0.0
2000-08-22,38.125,38.1875,36.0625,36.5,36.5,3508200,AMZN,26.938414,42.4375,-9.561586380004883,0.0
2000-08-31,43.125,43.1875,41.4375,41.5,41.5,4616300,AMZN,29.700268,41.4375,0.0,11.799732208251953
2000-09-21,37.4375,40.5,37.25,40.0625,40.0625,7425600,AMZN,31.801691,25.125,0.0,8.260808944702148
2000-09-29,39.0,41.25,37.625,38.4375,38.4375,6517100,AMZN,28.938662,30.812500000000004,0.0,9.498838424682617
2000-10-13,24.25,28.875,23.5,28.4375,28.4375,7633400,AMZN,18.672678,37.5625,-9.764822006225586,0.0
2000-11-08,36.0,37.0,33.25,33.875,33.875,5835300,AMZN,28.214788,24.6875,0.0,5.660211563110352
2000-11-24,26.421875,29.125,26.0625,28.9375,28.9375,7639300,AMZN,16.862778,22.875,0.0,12.074722290039062
2000-12-05,27.125,27.625,24.75,25.375,25.375,9969900,AMZN,13.613336,16.875,0.0,11.761664390563965
2000-12-06,24.6875,26.0,23.625,23.625,23.625,8825800,AMZN,13.46312,17.375,0.0,10.161879539489746
2000-12-07,23.0625,23.4375,20.125,21.375,21.375,10647500,AMZN,13.042723,15.5625,0.0,8.332277297973633
2000-12-15,22.25,24.25,22.0,22.875,22.875,8713700,AMZN,12.825628,16.375,0.0,10.049371719360352
2000-12-20,16.1875,17.875,15.625,16.6875,16.6875,22050700,AMZN,10.229889,17.6875,-6.457611083984375,0.0
2001-01-16,18.3125,18.375,17.25,18.0625,18.0625,6017000,AMZN,4.614984,15.8125,0.0,13.447515964508057
2001-01-18,18.375,19.5,17.9375,19.5,19.5,4115800,AMZN,6.0360246,14.375,0.0,13.463975429534912
2001-02-12,14.125,15.0,13.703125,14.5,14.5,5295300,AMZN,3.3208985,11.875,0.0,11.179101467132568
2001-02-14,14.125,14.75,13.5,14.4375,14.4375,8123400,AMZN,3.3507698,11.6875,0.0,11.086730241775513
2001-02-15,13.5,14.625,13.5,14.5,14.5,16384500,AMZN,3.1863887,12.25,0.0,11.313611268997192
2001-02-23,11.875,12.0625,11.0625,11.8125,11.8125,5149900,AMZN,1.7358452,11.0,0.0,10.07665479183197
2001-03-01,9.875,10.6875,9.59375,10.4375,10.4375,10996700,AMZN,0.008891725,10.1875,0.0,10.428608275018632
2001-03-05,12.375,13.0625,11.5,12.625,12.625,23500700,AMZN,-1.0431267,10.9399995803833,0.0,13.668126702308655
